,"DVX1990","DVX1991","DVX1992","DVX1993","DVX1994","DVX1995","DVX1996","DVX1997","DVX1998","DVX1999","DVX2000","DVX2001","DVX2002","DVX2003","DVX2004","DVX2005","DVX2006","DVX2007","DVX2008","DVX2009","DVX2010","DVX2011","DVX2012","DVX2013","DVX2014","DVX2015","DVX2016","DVX2017","DVX2018","VA_exp1990","VA_exp1991","VA_exp1992","VA_exp1993","VA_exp1994","VA_exp1995","VA_exp1996","VA_exp1997","VA_exp1998","VA_exp1999","VA_exp2000","VA_exp2001","VA_exp2002","VA_exp2003","VA_exp2004","VA_exp2005","VA_exp2006","VA_exp2007","VA_exp2008","VA_exp2009","VA_exp2010","VA_exp2011","VA_exp2012","VA_exp2013","VA_exp2014","VA_exp2015","VA_exp2016","VA_exp2017","VA_exp2018","FVA1990","FVA1991","FVA1992","FVA1993","FVA1994","FVA1995","FVA1996","FVA1997","FVA1998","FVA1999","FVA2000","FVA2001","FVA2002","FVA2003","FVA2004","FVA2005","FVA2006","FVA2007","FVA2008","FVA2009","FVA2010","FVA2011","FVA2012","FVA2013","FVA2014","FVA2015","FVA2016","FVA2017","FVA2018","GVC1990","GVC1991","GVC1992","GVC1993","GVC1994","GVC1995","GVC1996","GVC1997","GVC1998","GVC1999","GVC2000","GVC2001","GVC2002","GVC2003","GVC2004","GVC2005","GVC2006","GVC2007","GVC2008","GVC2009","GVC2010","GVC2011","GVC2012","GVC2013","GVC2014","GVC2015","GVC2016","GVC2017","GVC2018","DVA1990","DVA1991","DVA1992","DVA1993","DVA1994","DVA1995","DVA1996","DVA1997","DVA1998","DVA1999","DVA2000","DVA2001","DVA2002","DVA2003","DVA2004","DVA2005","DVA2006","DVA2007","DVA2008","DVA2009","DVA2010","DVA2011","DVA2012","DVA2013","DVA2014","DVA2015","DVA2016","DVA2017","DVA2018",
"Austria","1.239888e+07","1.298490e+07","1.484592e+07","1.371532e+07","1.516829e+07","1.953125e+07","1.989719e+07","1.946764e+07","2.113073e+07","2.157039e+07","2.223821e+07","2.338285e+07","2.518267e+07","3.174270e+07","4.072438e+07","4.483195e+07","5.474713e+07","6.751204e+07","7.923020e+07","6.216063e+07","7.492209e+07","8.075715e+07","7.977876e+07","8.386494e+07","9.076407e+07","7.632198e+07","7.721255e+07","8.131514e+07","8.481623e+07","4.984409e+07","5.076540e+07","5.632520e+07","5.129897e+07","5.607659e+07","6.975997e+07","7.128959e+07","7.030533e+07","7.429468e+07","7.524851e+07","7.499687e+07","7.805074e+07","8.403598e+07","1.040755e+08","1.305218e+08","1.417043e+08","1.679666e+08","2.064504e+08","2.393056e+08","1.931199e+08","2.288456e+08","2.473010e+08","2.460320e+08","2.572010e+08","2.744482e+08","2.425766e+08","2.465916e+08","2.559702e+08","2.635778e+08","1.740682e+07","1.795402e+07","1.984489e+07","1.723628e+07","1.930423e+07","2.411076e+07","2.585050e+07","2.548314e+07","2.672265e+07","2.697414e+07","2.752796e+07","2.931364e+07","3.121809e+07","3.947803e+07","5.134577e+07","5.624951e+07","6.968579e+07","8.841619e+07","1.039647e+08","8.037990e+07","9.845136e+07","1.093060e+08","1.078955e+08","1.122116e+08","1.144917e+08","9.853147e+07","1.013875e+08","1.045686e+08","1.075667e+08","2.980570e+07","3.093891e+07","3.469081e+07","3.095160e+07","3.447251e+07","4.364201e+07","4.574769e+07","4.495079e+07","4.785338e+07","4.854453e+07","4.976617e+07","5.269649e+07","5.640076e+07","7.122073e+07","9.207015e+07","1.010815e+08","1.244329e+08","1.559282e+08","1.831949e+08","1.425405e+08","1.733734e+08","1.900632e+08","1.876742e+08","1.960765e+08","2.052557e+08","1.748535e+08","1.786001e+08","1.858837e+08","1.923829e+08","3.243727e+07","3.281138e+07","3.648031e+07","3.406269e+07","3.677236e+07","4.564921e+07","4.543909e+07","4.482219e+07","4.757203e+07","4.827437e+07","4.746891e+07","4.873710e+07","5.281789e+07","6.459745e+07","7.917604e+07","8.545476e+07","9.828078e+07","1.180343e+08","1.353409e+08","1.127400e+08","1.303942e+08","1.379949e+08","1.381365e+08","1.449894e+08","1.599566e+08","1.440451e+08","1.452040e+08","1.514016e+08","1.560111e+08",
"Azerbaijan","7.923067e+03","1.020870e+04","8.294523e+04","7.405588e+04","7.334835e+04","6.684396e+04","6.826274e+04","1.090368e+05","1.673761e+05","1.963118e+05","2.799976e+05","2.889990e+05","3.036796e+05","3.426279e+05","4.717088e+05","7.575875e+05","1.264044e+06","1.900513e+06","2.545942e+06","1.706337e+06","2.590867e+06","2.943928e+06","2.844429e+06","2.874939e+06","2.944436e+06","2.531598e+06","2.444079e+06","2.490852e+06","2.705274e+06","1.150671e+05","1.571454e+05","6.194761e+05","5.070141e+05","5.181079e+05","3.874087e+05","3.599771e+05","5.410998e+05","6.154269e+05","6.698769e+05","9.257908e+05","9.467849e+05","1.041092e+06","1.190994e+06","1.575944e+06","2.437302e+06","3.783842e+06","5.448898e+06","7.152124e+06","5.075904e+06","7.165302e+06","8.473450e+06","8.357200e+06","8.327909e+06","8.652673e+06","7.999275e+06","8.824843e+06","8.194652e+06","8.351662e+06","8.012687e+04","1.093017e+05","1.414906e+05","1.158310e+05","1.279159e+05","8.705430e+04","8.599964e+04","1.178620e+05","1.098674e+05","1.043413e+05","1.383882e+05","1.371494e+05","1.743164e+05","2.184238e+05","3.037637e+05","3.860465e+05","4.876550e+05","5.652644e+05","6.415551e+05","4.264647e+05","5.756776e+05","7.761479e+05","7.550485e+05","7.603843e+05","7.911440e+05","6.647208e+05","7.794851e+05","7.461359e+05","7.299450e+05","8.804993e+04","1.195104e+05","2.244358e+05","1.898869e+05","2.012642e+05","1.538983e+05","1.542624e+05","2.268988e+05","2.772435e+05","3.006531e+05","4.183858e+05","4.261483e+05","4.779960e+05","5.610518e+05","7.754726e+05","1.143634e+06","1.751699e+06","2.465777e+06","3.187497e+06","2.132802e+06","3.166545e+06","3.720076e+06","3.599477e+06","3.635324e+06","3.735580e+06","3.196319e+06","3.223564e+06","3.236988e+06","3.435219e+06","3.494021e+04","4.784363e+04","4.779855e+05","3.911831e+05","3.901920e+05","3.003544e+05","2.739775e+05","4.232378e+05","5.055595e+05","5.655356e+05","7.874026e+05","8.096356e+05","8.667761e+05","9.725705e+05","1.272180e+06","2.051255e+06","3.296187e+06","4.883634e+06","6.510568e+06","4.649439e+06","6.589625e+06","7.697302e+06","7.602151e+06","7.567525e+06","7.861529e+06","7.334554e+06","8.045358e+06","7.448516e+06","7.621717e+06",
"Bahamas","3.592751e+04","3.586213e+04","4.011543e+04","4.029108e+04","4.262367e+04","4.975102e+04","6.181573e+04","6.601208e+04","7.713804e+04","8.895829e+04","1.235529e+05","1.063568e+05","1.136346e+05","1.116383e+05","1.272161e+05","1.449360e+05","1.634467e+05","1.885404e+05","1.978886e+05","1.487153e+05","1.991990e+05","1.885926e+05","1.848640e+05","1.858087e+05","1.934236e+05","1.669217e+05","1.611510e+05","1.728602e+05","1.842198e+05","2.755841e+05","2.761078e+05","2.990498e+05","3.031248e+05","3.267882e+05","3.777496e+05","4.434585e+05","4.765773e+05","5.437827e+05","6.179437e+05","7.771771e+05","6.459897e+05","6.950398e+05","6.869111e+05","7.615230e+05","8.499917e+05","9.162571e+05","1.010747e+06","9.902650e+05","7.941413e+05","9.996853e+05","9.829830e+05","9.673575e+05","9.616631e+05","1.011154e+06","9.336365e+05","9.323656e+05","9.491326e+05","1.000381e+06","8.043005e+04","7.938910e+04","8.721431e+04","8.692972e+04","9.988549e+04","1.180689e+05","1.317802e+05","1.316837e+05","1.390836e+05","1.501324e+05","1.908397e+05","1.545527e+05","1.581381e+05","1.627612e+05","1.863873e+05","2.171110e+05","2.531420e+05","2.927268e+05","3.045651e+05","2.440070e+05","2.971543e+05","3.368765e+05","3.294347e+05","3.211624e+05","3.368500e+05","2.884139e+05","3.002819e+05","2.975779e+05","3.096073e+05","1.163576e+05","1.152512e+05","1.273297e+05","1.272208e+05","1.425092e+05","1.678199e+05","1.935960e+05","1.976957e+05","2.162216e+05","2.390907e+05","3.143926e+05","2.609096e+05","2.717727e+05","2.743996e+05","3.136034e+05","3.620470e+05","4.165887e+05","4.812671e+05","5.024537e+05","3.927223e+05","4.963534e+05","5.254692e+05","5.142986e+05","5.069711e+05","5.302736e+05","4.553356e+05","4.614329e+05","4.704382e+05","4.938271e+05","1.951540e+05","1.967187e+05","2.118354e+05","2.161951e+05","2.269027e+05","2.596807e+05","3.116782e+05","3.448937e+05","4.046991e+05","4.678113e+05","5.863374e+05","4.914370e+05","5.369017e+05","5.241499e+05","5.751357e+05","6.328807e+05","6.631150e+05","7.180206e+05","6.856999e+05","5.501343e+05","7.025310e+05","6.461064e+05","6.379229e+05","6.405008e+05","6.743035e+05","6.452226e+05","6.320837e+05","6.515546e+05","6.907741e+05",
"Bahrain","1.852575e+05","1.876558e+05","2.128350e+05","2.305388e+05","2.498737e+05","3.022318e+05","3.423955e+05","2.954409e+05","3.310723e+05","3.688762e+05","5.058731e+05","4.758162e+05","4.939348e+05","5.797423e+05","7.536636e+05","9.530557e+05","1.241130e+06","1.539276e+06","1.973047e+06","1.406331e+06","1.808089e+06","2.152857e+06","2.055995e+06","2.137578e+06","2.191563e+06","2.003114e+06","2.049897e+06","2.115380e+06","2.162836e+06","7.406297e+05","7.636231e+05","8.352928e+05","8.571526e+05","9.015665e+05","1.053060e+06","1.131064e+06","1.131258e+06","1.027674e+06","1.172396e+06","1.556346e+06","1.461153e+06","1.550758e+06","1.817255e+06","2.322958e+06","2.872605e+06","3.624106e+06","4.352173e+06","5.487416e+06","4.255022e+06","5.293144e+06","6.065008e+06","5.987437e+06","6.224188e+06","6.464666e+06","6.023148e+06","5.974151e+06","6.515045e+06","6.736385e+06","2.057185e+05","2.112934e+05","2.264464e+05","1.941749e+05","1.957468e+05","2.333045e+05","2.556599e+05","2.128875e+05","1.946701e+05","2.151133e+05","2.626861e+05","2.481869e+05","2.785233e+05","3.230406e+05","4.332861e+05","5.263920e+05","6.149419e+05","7.196353e+05","9.399803e+05","6.607447e+05","8.811379e+05","9.655476e+05","9.420933e+05","9.534230e+05","1.022935e+06","8.665409e+05","8.614918e+05","9.414834e+05","9.855912e+05","3.909761e+05","3.989492e+05","4.392815e+05","4.247137e+05","4.456205e+05","5.355362e+05","5.980554e+05","5.083284e+05","5.257424e+05","5.839895e+05","7.685591e+05","7.240031e+05","7.724580e+05","9.027829e+05","1.186950e+06","1.479448e+06","1.856072e+06","2.258912e+06","2.913028e+06","2.067075e+06","2.689227e+06","3.118405e+06","2.998088e+06","3.091001e+06","3.214498e+06","2.869655e+06","2.911389e+06","3.056863e+06","3.148427e+06","5.349112e+05","5.523297e+05","6.088464e+05","6.629777e+05","7.058197e+05","8.197554e+05","8.754045e+05","9.183705e+05","8.330035e+05","9.572832e+05","1.293660e+06","1.212966e+06","1.272235e+06","1.494214e+06","1.889672e+06","2.346213e+06","3.009164e+06","3.632538e+06","4.547436e+06","3.594278e+06","4.412007e+06","5.099460e+06","5.045343e+06","5.270765e+06","5.441731e+06","5.156607e+06","5.112659e+06","5.573562e+06","5.750793e+06",
"Bangladesh","2.118717e+05","2.367713e+05","2.840517e+05","2.939814e+05","3.265749e+05","4.292362e+05","4.693457e+05","4.922584e+05","5.461082e+05","5.669713e+05","6.831662e+05","7.001735e+05","7.068227e+05","8.160440e+05","1.031650e+06","1.155574e+06","1.480951e+06","1.833662e+06","2.263491e+06","1.971311e+06","2.444498e+06","2.917211e+06","2.827894e+06","3.133061e+06","3.169197e+06","2.891425e+06","3.247006e+06","3.390141e+06","3.510673e+06","1.283222e+06","1.415027e+06","1.627284e+06","1.711614e+06","1.822828e+06","2.247237e+06","2.427849e+06","2.671705e+06","3.069516e+06","3.222363e+06","3.537180e+06","3.670586e+06","3.727047e+06","4.048593e+06","4.829423e+06","5.308475e+06","6.409577e+06","7.599345e+06","9.055746e+06","8.446117e+06","1.002182e+07","1.185397e+07","1.164058e+07","1.283185e+07","1.315856e+07","1.287643e+07","1.460307e+07","1.521736e+07","1.617523e+07","1.075621e+05","9.920654e+04","1.003701e+05","9.550136e+04","1.038257e+05","1.402671e+05","1.643044e+05","1.550357e+05","1.722357e+05","1.800554e+05","2.007511e+05","2.223201e+05","2.206764e+05","2.556570e+05","3.224251e+05","3.890988e+05","5.155390e+05","6.512740e+05","8.345236e+05","6.767282e+05","8.544885e+05","1.360360e+06","1.304728e+06","1.330221e+06","1.409382e+06","1.211573e+06","1.318226e+06","1.368216e+06","1.458781e+06","3.194337e+05","3.359779e+05","3.844218e+05","3.894828e+05","4.304006e+05","5.695033e+05","6.336501e+05","6.472941e+05","7.183439e+05","7.470267e+05","8.839173e+05","9.224936e+05","9.274992e+05","1.071701e+06","1.354076e+06","1.544672e+06","1.996490e+06","2.484936e+06","3.098015e+06","2.648040e+06","3.298986e+06","4.277572e+06","4.132621e+06","4.463282e+06","4.578579e+06","4.102998e+06","4.565232e+06","4.758357e+06","4.969454e+06","1.175660e+06","1.315820e+06","1.526914e+06","1.616112e+06","1.719002e+06","2.106970e+06","2.263544e+06","2.516670e+06","2.897280e+06","3.042308e+06","3.336429e+06","3.448266e+06","3.506371e+06","3.792936e+06","4.506998e+06","4.919376e+06","5.894038e+06","6.948071e+06","8.221223e+06","7.769389e+06","9.167334e+06","1.049361e+07","1.033585e+07","1.150163e+07","1.174918e+07","1.166485e+07","1.328485e+07","1.384914e+07","1.471645e+07",
"Barbados","1.736542e+04","2.164547e+04","2.451654e+04","2.516907e+04","2.814308e+04","3.389133e+04","4.035801e+04","5.082769e+04","6.090285e+04","6.411664e+04","7.658001e+04","7.415785e+04","7.327587e+04","6.561587e+04","6.250441e+04","7.115044e+04","7.076291e+04","7.316153e+04","7.700439e+04","6.303165e+04","1.089288e+05","8.063242e+04","7.591171e+04","7.632918e+04","7.921299e+04","7.061903e+04","7.001289e+04","7.261561e+04","7.349329e+04","1.356795e+05","1.586415e+05","1.847950e+05","2.082681e+05","2.178972e+05","2.451971e+05","2.784449e+05","3.189439e+05","3.357721e+05","3.441212e+05","4.131998e+05","3.763278e+05","3.862755e+05","3.851858e+05","3.937463e+05","4.570993e+05","4.992866e+05","5.867981e+05","6.906345e+05","5.982676e+05","1.124384e+06","8.683571e+05","7.019949e+05","6.988548e+05","7.277658e+05","6.971237e+05","7.806696e+05","7.900661e+05","8.074432e+05","3.572364e+04","4.458413e+04","5.132658e+04","5.864657e+04","6.514646e+04","7.988061e+04","8.922692e+04","9.750552e+04","9.645663e+04","9.921136e+04","1.179755e+05","1.037310e+05","1.071791e+05","1.103227e+05","1.164537e+05","1.353052e+05","1.497981e+05","1.744094e+05","2.144390e+05","1.662416e+05","2.288626e+05","2.715425e+05","2.268252e+05","2.251583e+05","2.344344e+05","2.004881e+05","2.267137e+05","2.290375e+05","2.373749e+05","5.308906e+04","6.622960e+04","7.584312e+04","8.381564e+04","9.328954e+04","1.137719e+05","1.295849e+05","1.483332e+05","1.573595e+05","1.633280e+05","1.945555e+05","1.778888e+05","1.804550e+05","1.759386e+05","1.789582e+05","2.064557e+05","2.205610e+05","2.475710e+05","2.914434e+05","2.292732e+05","3.377914e+05","3.521750e+05","3.027369e+05","3.014874e+05","3.136474e+05","2.711071e+05","2.967266e+05","3.016531e+05","3.108682e+05","9.995588e+04","1.140574e+05","1.334684e+05","1.496215e+05","1.527507e+05","1.653165e+05","1.892179e+05","2.214384e+05","2.393155e+05","2.449098e+05","2.952244e+05","2.725969e+05","2.790964e+05","2.748631e+05","2.772926e+05","3.217941e+05","3.494885e+05","4.123887e+05","4.761955e+05","4.320260e+05","8.955216e+05","5.968145e+05","4.751697e+05","4.736966e+05","4.933314e+05","4.966357e+05","5.539559e+05","5.610286e+05","5.700683e+05",
"Belarus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Belgium","2.829495e+07","2.943197e+07","3.371534e+07","3.069649e+07","3.480737e+07","4.346770e+07","4.294169e+07","4.188645e+07","4.391149e+07","4.439054e+07","4.437271e+07","4.633934e+07","4.987008e+07","6.253058e+07","7.865660e+07","8.542091e+07","1.009712e+08","1.223033e+08","1.421927e+08","1.165715e+08","1.355153e+08","1.530077e+08","1.522345e+08","1.601875e+08","1.653826e+08","1.440365e+08","1.455096e+08","1.514737e+08","1.577972e+08","1.366125e+08","1.418715e+08","1.605595e+08","1.463722e+08","1.625567e+08","1.973398e+08","1.980947e+08","1.917016e+08","1.975257e+08","1.989284e+08","1.998030e+08","2.034693e+08","2.176386e+08","2.668348e+08","3.278231e+08","3.551295e+08","4.088597e+08","4.915138e+08","5.737008e+08","4.724518e+08","5.489564e+08","5.838242e+08","5.814536e+08","6.100232e+08","6.406900e+08","5.832486e+08","6.182055e+08","6.477650e+08","6.748905e+08","6.940128e+07","7.280507e+07","8.241171e+07","7.454455e+07","8.308160e+07","1.014292e+08","1.044565e+08","1.000114e+08","1.018925e+08","1.025824e+08","1.070006e+08","1.088528e+08","1.152615e+08","1.409484e+08","1.756034e+08","1.926484e+08","2.272536e+08","2.768638e+08","3.297122e+08","2.606459e+08","3.120256e+08","3.230650e+08","3.197280e+08","3.347301e+08","3.518667e+08","3.182371e+08","3.404809e+08","3.566120e+08","3.711857e+08","9.769623e+07","1.022370e+08","1.161271e+08","1.052410e+08","1.178890e+08","1.448969e+08","1.473982e+08","1.418978e+08","1.458040e+08","1.469730e+08","1.513733e+08","1.551921e+08","1.651315e+08","2.034790e+08","2.542600e+08","2.780693e+08","3.282248e+08","3.991671e+08","4.719049e+08","3.772174e+08","4.475409e+08","4.760727e+08","4.719625e+08","4.949177e+08","5.172493e+08","4.622737e+08","4.859905e+08","5.080857e+08","5.289829e+08","6.721121e+07","6.906648e+07","7.814776e+07","7.182762e+07","7.947514e+07","9.591058e+07","9.363815e+07","9.169016e+07","9.563318e+07","9.634597e+07","9.280237e+07","9.461651e+07","1.023771e+08","1.258864e+08","1.522198e+08","1.624811e+08","1.816061e+08","2.146500e+08","2.439886e+08","2.118058e+08","2.369308e+08","2.607592e+08","2.617255e+08","2.752931e+08","2.888233e+08","2.650115e+08","2.777246e+08","2.911530e+08","3.037048e+08",
"Belize","1.318358e+04","1.258564e+04","1.527754e+04","1.457264e+04","1.540336e+04","1.692410e+04","2.067738e+04","2.292605e+04","2.734832e+04","2.898031e+04","3.895031e+04","3.214657e+04","3.257821e+04","3.143340e+04","3.204567e+04","3.798208e+04","4.603856e+04","5.101885e+04","5.847117e+04","4.747435e+04","9.170134e+04","7.015961e+04","6.787047e+04","6.909323e+04","7.376514e+04","6.751234e+04","6.694600e+04","6.948416e+04","7.399529e+04","1.012746e+05","1.000854e+05","1.214927e+05","1.186131e+05","1.219572e+05","1.344206e+05","1.398776e+05","1.517380e+05","1.630914e+05","1.804634e+05","2.739850e+05","2.282711e+05","2.363471e+05","2.282755e+05","2.447648e+05","2.769568e+05","3.122788e+05","3.311776e+05","3.862064e+05","3.253719e+05","5.774682e+05","4.853569e+05","4.553094e+05","4.641970e+05","4.924711e+05","4.668800e+05","3.815810e+05","3.848910e+05","3.815116e+05","3.135431e+04","3.211358e+04","4.039440e+04","3.600090e+04","3.662643e+04","4.180927e+04","4.038877e+04","4.218473e+04","4.363097e+04","5.016128e+04","7.675332e+04","6.255207e+04","6.285060e+04","6.183939e+04","6.346355e+04","7.482425e+04","8.604583e+04","9.296222e+04","1.122958e+05","8.550062e+04","1.158516e+05","1.366692e+05","1.258265e+05","1.295791e+05","1.352030e+05","1.137056e+05","9.467991e+04","9.562415e+04","9.309452e+04","4.453789e+04","4.469922e+04","5.567194e+04","5.057354e+04","5.202980e+04","5.873337e+04","6.106615e+04","6.511078e+04","7.097929e+04","7.914159e+04","1.157036e+05","9.469865e+04","9.542881e+04","9.327279e+04","9.550922e+04","1.128063e+05","1.320844e+05","1.439811e+05","1.707670e+05","1.329750e+05","2.075529e+05","2.068289e+05","1.936969e+05","1.986723e+05","2.089681e+05","1.812180e+05","1.616259e+05","1.651083e+05","1.670898e+05","6.992026e+04","6.797187e+04","8.109825e+04","8.261223e+04","8.533077e+04","9.261128e+04","9.948887e+04","1.095533e+05","1.194605e+05","1.303021e+05","1.972317e+05","1.657190e+05","1.734965e+05","1.664361e+05","1.813012e+05","2.021326e+05","2.262330e+05","2.382154e+05","2.739106e+05","2.398713e+05","4.616167e+05","3.486876e+05","3.294829e+05","3.346179e+05","3.572681e+05","3.531743e+05","2.869011e+05","2.892669e+05","2.884171e+05",
"Benin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Bermuda","1.374093e+04","1.338955e+04","1.518681e+04","1.677923e+04","1.841634e+04","2.572288e+04","2.888850e+04","3.220882e+04","4.124343e+04","4.227639e+04","5.135417e+04","4.336149e+04","4.770080e+04","5.055180e+04","3.609975e+04","3.881133e+04","4.756301e+04","5.519178e+04","5.926744e+04","4.913723e+04","6.384944e+04","6.181374e+04","6.117933e+04","6.593738e+04","6.995621e+04","6.281256e+04","6.479286e+04","6.747269e+04","7.053409e+04","7.367533e+04","6.827761e+04","6.943579e+04","6.857521e+04","7.179108e+04","8.581610e+04","9.392547e+04","1.043475e+05","1.219453e+05","1.249385e+05","1.549797e+05","1.309253e+05","1.419144e+05","1.424308e+05","1.166647e+05","1.191052e+05","1.470230e+05","1.602333e+05","1.778012e+05","1.571941e+05","2.019597e+05","2.054351e+05","2.102404e+05","2.349885e+05","2.514277e+05","2.326304e+05","2.326318e+05","2.326173e+05","2.326060e+05","2.447004e+04","2.037786e+04","1.961236e+04","1.449770e+04","1.400819e+04","1.507720e+04","1.694414e+04","1.680679e+04","1.651114e+04","1.669305e+04","1.818969e+04","1.754939e+04","1.893957e+04","2.121915e+04","1.873578e+04","1.932911e+04","2.630653e+04","2.834857e+04","3.306032e+04","2.886601e+04","3.809697e+04","4.587353e+04","4.730696e+04","5.385322e+04","5.778888e+04","4.838191e+04","4.803502e+04","4.784699e+04","4.766666e+04","3.821097e+04","3.376741e+04","3.479917e+04","3.127693e+04","3.242453e+04","4.080008e+04","4.583264e+04","4.901562e+04","5.775458e+04","5.896944e+04","6.954385e+04","6.091088e+04","6.664037e+04","7.177095e+04","5.483552e+04","5.814044e+04","7.386954e+04","8.354035e+04","9.232776e+04","7.800324e+04","1.019464e+05","1.076873e+05","1.084863e+05","1.197906e+05","1.277451e+05","1.111945e+05","1.128279e+05","1.153197e+05","1.182008e+05","4.920529e+04","4.789975e+04","4.982342e+04","5.407750e+04","5.778289e+04","7.073890e+04","7.698133e+04","8.754073e+04","1.054342e+05","1.082455e+05","1.367900e+05","1.133759e+05","1.229748e+05","1.212117e+05","9.792897e+04","9.977608e+04","1.207164e+05","1.318847e+05","1.447409e+05","1.283281e+05","1.638627e+05","1.595616e+05","1.629334e+05","1.811353e+05","1.936388e+05","1.842485e+05","1.845968e+05","1.847703e+05","1.849394e+05",
"Bhutan","7.158681e+03","6.375451e+03","7.882644e+03","8.279032e+03","8.997278e+03","1.029213e+04","1.116881e+04","1.193187e+04","1.243432e+04","1.340104e+04","1.567162e+04","1.482195e+04","1.522048e+04","1.957414e+04","2.552007e+04","3.494982e+04","4.686396e+04","6.268701e+04","6.780801e+04","5.537554e+04","9.698846e+04","8.796341e+04","8.410148e+04","8.478905e+04","9.216409e+04","9.095337e+04","9.829899e+04","1.034754e+05","1.138114e+05","3.845497e+04","3.750906e+04","4.309310e+04","4.228223e+04","4.582903e+04","5.441667e+04","5.293773e+04","5.479674e+04","5.145811e+04","5.633153e+04","6.389450e+04","6.013089e+04","6.212785e+04","8.338371e+04","1.107094e+05","1.441651e+05","2.002853e+05","2.605189e+05","2.815820e+05","2.703353e+05","4.528843e+05","4.493004e+05","4.317774e+05","4.278508e+05","4.592192e+05","4.441960e+05","3.771045e+05","4.220831e+05","4.649266e+05","1.269798e+04","1.403448e+04","1.679811e+04","1.361834e+04","1.391780e+04","1.657225e+04","1.680062e+04","1.550696e+04","1.281904e+04","1.358991e+04","1.292682e+04","1.512525e+04","1.519315e+04","2.190388e+04","3.365425e+04","4.451592e+04","6.639607e+04","8.180233e+04","9.368538e+04","9.348414e+04","1.458094e+05","1.776833e+05","1.683629e+05","1.668721e+05","1.746060e+05","1.463112e+05","1.186538e+05","1.331924e+05","1.426532e+05","1.985666e+04","2.040993e+04","2.468075e+04","2.189737e+04","2.291507e+04","2.686438e+04","2.796944e+04","2.743882e+04","2.525336e+04","2.699095e+04","2.859845e+04","2.994720e+04","3.041364e+04","4.147802e+04","5.917432e+04","7.946574e+04","1.132600e+05","1.444893e+05","1.614934e+05","1.488597e+05","2.427979e+05","2.656467e+05","2.524644e+05","2.516611e+05","2.667701e+05","2.372646e+05","2.169528e+05","2.366679e+05","2.564645e+05","2.575698e+04","2.347458e+04","2.629498e+04","2.866390e+04","3.191124e+04","3.784441e+04","3.613711e+04","3.928978e+04","3.863907e+04","4.274162e+04","5.096767e+04","4.500564e+04","4.693470e+04","6.147983e+04","7.705517e+04","9.964923e+04","1.338892e+05","1.787166e+05","1.878966e+05","1.768511e+05","3.070749e+05","2.716171e+05","2.634145e+05","2.609787e+05","2.846131e+05","2.978848e+05","2.584508e+05","2.888907e+05","3.222734e+05",
